num_step,seed_5,seed_10,seed_15,seed_20,seed_25
1,,,,,
2,,,,,
3,,,,,
4,358.2273209973791,75.64828767442835,101.72730040372332,268.4672955761538,304.7250733792772
5,162.41682997427696,75.64828767442835,24.09823329676607,211.40749748162,191.49222456492345
6,111.51782363514342,75.64828767442835,20.434744657061515,147.30293822031874,191.49222456492345
7,111.51782363514342,39.92693964634108,20.434744657061515,147.30293822031874,189.39847068183815
8,111.26972611576402,16.002196360784495,20.434744657061515,120.44419048823919,144.84154560675688
9,111.26972611576402,16.002196360784495,20.434744657061515,88.61592927772058,81.3470625029745
10,107.55355907308684,16.002196360784495,20.434744657061515,64.30516191960893,63.057101384172135
11,67.85343995330825,16.002196360784495,16.996157893630958,64.30516191960893,63.057101384172135
12,63.859791657896885,16.002196360784495,16.996157893630958,55.55746203076094,35.24291188642202
13,57.01062828092667,16.002196360784495,16.996157893630958,55.55746203076094,35.24291188642202
14,51.03237486452513,16.002196360784495,16.996157893630958,55.55746203076094,35.24291188642202
15,51.03237486452513,16.002196360784495,4.813905738670671,51.999485377017265,34.44967706315916
16,26.737253350411066,16.002196360784495,4.813905738670671,35.77918127934794,34.44967706315916
17,26.737253350411066,16.002196360784495,4.813905738670671,35.77918127934794,24.412671415142192
18,26.737253350411066,16.002196360784495,4.813905738670671,35.77918127934794,24.412671415142192
19,19.393495464383182,12.939852076562362,4.813905738670671,34.67703522284032,24.412671415142192
20,19.393495464383182,12.939852076562362,4.813905738670671,23.998431176290804,24.412671415142192
21,19.393495464383182,10.581374544644655,4.813905738670671,23.998431176290804,24.412671415142192
22,19.393495464383182,10.581374544644655,4.813905738670671,17.37681736191105,23.376753575252806
23,11.44479160244721,10.581374544644655,4.813905738670671,17.37681736191105,23.376753575252806
24,11.44479160244721,10.581374544644655,4.813905738670671,17.37681736191105,23.376753575252806
25,11.44479160244721,10.581374544644655,4.813905738670671,17.37681736191105,23.376753575252806
26,7.66269356730732,10.581374544644655,4.813905738670671,16.314783368534396,23.376753575252806
27,7.66269356730732,10.581374544644655,4.813905738670671,16.314783368534396,22.590195093031454
28,7.66269356730732,10.573323814127079,4.813905738670671,16.314783368534396,22.590195093031454
29,6.573926240023782,10.573323814127079,4.813905738670671,10.437964813674805,22.590195093031454
30,6.573926240023782,10.573323814127079,4.813905738670671,10.437964813674805,7.253004759875682
31,6.573926240023782,10.573323814127079,4.813905738670671,10.437964813674805,7.253004759875682
32,6.573926240023782,3.985749875456231,4.813905738670671,10.437964813674805,7.253004759875682
33,6.573926240023782,3.985749875456231,4.813905738670671,10.437964813674805,7.253004759875682
34,6.573926240023782,3.985749875456231,4.813905738670671,10.437964813674805,7.253004759875682
35,6.573926240023782,3.985749875456231,4.813905738670671,10.437964813674805,7.253004759875682
36,4.796694603739848,3.985749875456231,4.813905738670671,7.1635960837970325,7.253004759875682
37,4.402710533431236,3.5375034741099225,4.813905738670671,6.173603669975703,7.253004759875682
38,4.402710533431236,3.5375034741099225,4.813905738670671,6.173603669975703,7.253004759875682
39,4.402710533431236,3.5375034741099225,4.813905738670671,6.173603669975703,7.253004759875682
40,4.402710533431236,3.5375034741099225,4.813905738670671,6.173603669975703,7.253004759875682
41,1.1188997452430076,3.5375034741099225,4.813905738670671,6.173603669975703,7.253004759875682
42,1.1188997452430076,3.5375034741099225,4.813905738670671,6.173603669975703,3.287661909255762
43,1.1188997452430076,3.5375034741099225,4.813905738670671,6.173603669975703,3.287661909255762
44,1.1188997452430076,3.5375034741099225,4.813905738670671,6.173603669975703,3.287661909255762
